Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1614383507.624243,41,1614383507,623466014,base_imu_link,0.0680444020683252,0.07181546372339782,-0.6621275317150531,0.7428321683006794,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.99184375,0.067033203125,9.63362890625,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.6428874,42,1614383507,641758918,base_imu_link,0.06812800992769816,0.07173984850993402,-0.6623282450337354,0.7426528558011444,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.99184375,0.047880859374999994,9.638225468749999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.6626847,43,1614383507,661747932,base_imu_link,0.06808825894035092,0.07177388436690804,-0.6625811784977228,0.7424275590371939,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.9872471875,0.047880859374999994,9.62903234375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.6832457,44,1614383507,682234048,base_imu_link,0.06807426878164179,0.07166748914916393,-0.6630401254896187,0.7420292830607226,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.9726914062499998,0.05286046874999999,9.62903234375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.7026484,45,1614383507,701802968,base_imu_link,0.06803518985185576,0.07158489040733651,-0.6632399097125636,0.7418622773612781,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.99184375,0.05745703125,9.619073125,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.722771,46,1614383507,722055912,base_imu_link,0.06813113235215788,0.07149729052647366,-0.6635697868922498,0.7415668710073017,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.9872471875,0.04290125,9.62903234375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.7428195,47,1614383507,741934061,base_imu_link,0.06809139150376683,0.07153143362109547,-0.6638223623629452,0.7413411411988884,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.996823359375,0.05745703125,9.63362890625,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.762713,48,1614383507,761832952,base_imu_link,0.06818726517369939,0.07144375841419483,-0.6641520074293047,0.7410454758511182,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.996823359375,0.067033203125,9.638225468749999,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.7828584,49,1614383507,782007932,base_imu_link,0.06825816265763163,0.07137984356931704,-0.6642229049132369,0.7409815610062406,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.9872471875,0.04290125,9.63362890625,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.802811,50,1614383507,802031040,base_imu_link,0.0682433559339098,0.07139018223181624,-0.6647338182840326,0.7405236235808529,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-1.996823359375,0.06243664062499999,9.63362890625,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
1614383507.8235886,51,1614383507,822206974,base_imu_link,0.06824570348516518,0.07139175577887676,-0.6640935691178389,0.7410974784864365,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.01,-0.05,-0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-2.0014199218749997,0.05745703125,9.62903234375,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04
