Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1614559086.7826047,1259,1614559086,777493000,map,base_link,-3.6670850738992113,4.299422349456888,0.0,0.0,0.0,-0.5639307913138794,0.8258220526288347,"(2.0994023540032978, -5.856576171854089e-06, 0.0, 0.0, 0.0, -3.375297964481835e-06, -5.856576171854059e-06, 2.389682806380394, 0.0, 0.0, 0.0, -1.2257018926832761e-06, 0.0, 0.0, 3.3265586857836363e-07, 4.0230167504956196e-18, 2.973955580854793e-15, 0.0, 0.0, 0.0, 4.02301675049562e-18, 3.3198930733118334e-07, -1.7661392151261275e-23, 0.0, 0.0, 0.0, 2.9739555808547922e-15, -1.7661392151260705e-23, 3.3198930733117016e-07, 0.0, -3.375297964481835e-06, -1.2257018926832761e-06, 0.0, 0.0, 0.0, 0.001241068841599406)",-0.1341027849854508,0.0003648328458135888,0.0,0.0,0.0,-3.338775291106029e-13,"(6.790031503428831e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.780306597246156e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.323212429620933e-07, 9.389965764653254e-27, 6.940181568179642e-24, 0.0, 0.0, 0.0, 9.389965764653251e-27, 3.29426572890943e-07, -1.5817684782516033e-31, 0.0, 0.0, 0.0, 6.940181568179639e-24, -1.5817684782516029e-31, 3.29426572890943e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.408029124386297e-05)"
1614559086.823127,1260,1614559086,817441940,map,base_link,-3.668963616529538,4.304339400177132,0.0,0.0,0.0,-0.5640224725551786,0.8257594386095402,"(2.101399874788426, -5.861616839360837e-06, 0.0, 0.0, 0.0, -3.512545494071475e-06, -5.8616168393608035e-06, 2.391680337429013, 0.0, 0.0, 0.0, -1.321178204742121e-06, 0.0, 0.0, 3.327757087451196e-07, 4.058397928666796e-18, 2.3815307097245283e-15, 0.0, 0.0, 0.0, 4.0583979286667975e-18, 3.322254807534423e-07, -1.733308789631423e-23, 0.0, 0.0, 0.0, 2.3815307097245287e-15, -1.7333087896313665e-23, 3.322254807534323e-07, 0.0, -3.512545494071475e-06, -1.321178204742121e-06, 0.0, 0.0, 0.0, 0.0012327204009084528)",-0.1301074738715072,0.0004437683256971878,0.0,0.0,0.0,-4.718486995255646e-13,"(8.264304084275759e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.249901848602574e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3249968044034696e-07, 9.565624186504659e-27, 5.6130304555921166e-24, 0.0, 0.0, 0.0, 9.56562418650466e-27, 3.300953553168366e-07, -1.5766085099255761e-31, 0.0, 0.0, 0.0, 5.6130304555921166e-24, -1.5766085099255753e-31, 3.300953553168366e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.575926193112286e-05)"
1614559086.8589892,1261,1614559086,837272882,map,base_link,-3.669866762674818,4.306756484805003,0.0,0.0,0.0,-0.5640619252209608,0.8257324896817512,"(2.102391487938846, -5.894985012558353e-06, 0.0, 0.0, 0.0, -3.2964873976411557e-06, -5.894985012558318e-06, 2.3926720194826236, 0.0, 0.0, 0.0, -1.2379677650662656e-06, 0.0, 0.0, 3.3324000365178645e-07, 1.8352381691943947e-18, 1.3431581604589008e-16, 0.0, 0.0, 0.0, 1.8352381691943947e-18, 3.331467781969947e-07, -2.6411964012795778e-24, 0.0, 0.0, 0.0, 1.3431581604589012e-16, -2.6411964012790106e-24, 3.331467781969945e-07, 0.0, -3.2964873976411557e-06, -1.2379677650662656e-06, 0.0, 0.0, 0.0, 0.0012303464507159643)",-0.13009423882506319,0.003133664739045247,0.0,0.0,0.0,-5.027555442315487e-08,"(0.0005867642160524626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005795913723648411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319337792284986e-07, 4.870477693973533e-28, 3.565026034781375e-26, 0.0, 0.0, 0.0, 4.870477693973535e-28, 3.3277490985483365e-07, -2.6961094892570192e-33, 0.0, 0.0, 0.0, 3.565026034781377e-26, -2.69610948925702e-33, 3.3277490985483365e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004519296486217357)"
1614559086.8931756,1262,1614559086,877881050,map,base_link,-3.671754597236944,4.311738545632246,0.0,0.0,0.0,-0.5642705850497657,0.825589914453656,"(2.104422066268288, -5.910047096415257e-06, 0.0, 0.0, 0.0, -3.2895686121064385e-06, -5.910047096415222e-06, 2.3947026284433113, 0.0, 0.0, 0.0, -1.2217007800730896e-06, 0.0, 0.0, 3.3324167225207575e-07, 1.890919229911698e-18, 1.3297463687940098e-16, 0.0, 0.0, 0.0, 1.890919229911697e-18, 3.3315011172727574e-07, -2.7432011682059284e-24, 0.0, 0.0, 0.0, 1.32974636879401e-16, -2.7432011682053605e-24, 3.331501117272756e-07, 0.0, -3.289568612106438e-06, -1.2217007800730896e-06, 0.0, 0.0, 0.0, 0.00123745032525066)",-0.13110601497661933,0.003257933341861998,0.0,0.0,0.0,-2.646435220276139e-07,"(0.0006041682642982416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005965692076990147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.331958794444737e-07, 5.036450182949357e-28, 3.542180621070982e-26, 0.0, 0.0, 0.0, 5.036450182949359e-28, 3.327848671519525e-07, -2.8192075984300088e-33, 0.0, 0.0, 0.0, 3.5421806210709845e-26, -2.81920759843001e-33, 3.327848671519525e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00046479405219218827)"
1614559086.9197187,1263,1614559086,917984009,map,base_link,-3.673653279803136,4.316748122203028,0.0,0.0,0.0,-0.5643600280962874,0.8255287752023898,"(2.1064273797910755, -5.922736398597838e-06, 0.0, 0.0, 0.0, -3.315652192172661e-06, -5.922736398597802e-06, 2.396707967655101, 0.0, 0.0, 0.0, -1.2263913170150098e-06, 0.0, 0.0, 3.332409120618166e-07, 1.9459607851352486e-18, 1.364151619830305e-16, 0.0, 0.0, 0.0, 1.94596078513525e-18, 3.33148593034789e-07, -2.872272425551658e-24, 0.0, 0.0, 0.0, 1.3641516198303052e-16, -2.872272425551091e-24, 3.331485930347888e-07, 0.0, -3.315652192172661e-06, -1.2263913170150102e-06, 0.0, 0.0, 0.0, 0.0012340366006228921)",-0.13338275526613044,0.003295671904058483,0.0,0.0,0.0,-4.475437958343995e-08,"(0.0006059190733350468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005982758695936717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.331947397917371e-07, 5.194648942710713e-28, 3.641933912714825e-26, 0.0, 0.0, 0.0, 5.1946489427107125e-28, 3.327803314316157e-07, -2.964315555603347e-33, 0.0, 0.0, 0.0, 3.641933912714825e-26, -2.9643155556033464e-33, 3.327803314316157e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004660573309641401)"
1614559086.949565,1264,1614559086,938189983,map,base_link,-3.6745757834993396,4.319141937072661,0.0,0.0,0.0,-0.5644821469818608,0.825445277252677,"(2.1074377661038706, -5.899029332778992e-06, 0.0, 0.0, 0.0, -3.4953949466643615e-06, -5.899029332778956e-06, 2.397718304206622, 0.0, 0.0, 0.0, -1.2806047154146666e-06, 0.0, 0.0, 3.3291127319105177e-07, 4.172647574161441e-18, 1.7804819667551498e-15, 0.0, 0.0, 0.0, 4.172647574161443e-18, 3.324934568092452e-07, -1.7603002899112964e-23, 0.0, 0.0, 0.0, 1.78048196675515e-15, -1.7603002899112402e-23, 3.3249345680923757e-07, 0.0, -3.4953949466643615e-06, -1.2806047154146668e-06, 0.0, 0.0, 0.0, 0.0012364679248692955)",-0.12810723112360864,0.0006026577995102404,0.0,0.0,0.0,-1.8348751529184697e-12,"(0.0001094401543289771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010918782182855157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3270183916546567e-07, 9.948567772366965e-27, 4.244774816960781e-24, 0.0, 0.0, 0.0, 9.94856777236696e-27, 3.3086318283567523e-07, -1.630605164522492e-31, 0.0, 0.0, 0.0, 4.24477481696078e-24, -1.6306051645224915e-31, 3.3086318283567523e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.693038955575836e-05)"
1614559086.982574,1265,1614559086,978213072,map,base_link,-3.676303518507615,4.323969662504245,0.0,0.0,0.0,-0.5647355017927254,0.8252719630612194,"(2.1094393986703666, -6.036183442476487e-06, 0.0, 0.0, 0.0, -3.1757568388335656e-06, -6.0361834424764516e-06, 2.399720223041027, 0.0, 0.0, 0.0, -1.137343330018183e-06, 0.0, 0.0, 3.3324190748728833e-07, 4.82384685215574e-18, 1.2986265186634005e-16, 0.0, 0.0, 0.0, 4.823846852155738e-18, 3.3315058186838943e-07, -6.85186575748539e-24, 0.0, 0.0, 0.0, 1.2986265186634005e-16, -6.851865757484874e-24, 3.3315058186838917e-07, 0.0, -3.175756838833565e-06, -1.1373433300181828e-06, 0.0, 0.0, 0.0, 0.0012361943069346287)",-0.12802997001281785,0.006178936189743905,0.0,0.0,0.0,-1.114050406764078e-06,"(0.0011411975520829358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011144324559892358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319623216225534e-07, 1.3297109999508235e-27, 3.579714254877621e-26, 0.0, 0.0, 0.0, 1.3297109999508235e-27, 3.3278627717654475e-07, -7.51280633011024e-33, 0.0, 0.0, 0.0, 3.5797142548776205e-26, -7.512806330110295e-33, 3.3278627717654475e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008392441686972802)"
1614559087.0161862,1266,1614559087,18044949,map,base_link,-3.6781981541474758,4.328924331538505,0.0,0.0,0.0,-0.5645872409460793,0.8253733987480417,"(2.1114310326413794, -6.026302448693335e-06, 0.0, 0.0, 0.0, -3.1368958900139533e-06, -6.026302448693298e-06, 2.401711835439194, 0.0, 0.0, 0.0, -1.1292256564446995e-06, 0.0, 0.0, 3.332394316370329e-07, 4.3340058939193615e-18, 1.368251417614191e-16, 0.0, 0.0, 0.0, 4.3340058939193615e-18, 3.331456356678262e-07, -6.315125593643993e-24, 0.0, 0.0, 0.0, 1.3682514176141905e-16, -6.315125593643424e-24, 3.3314563566782596e-07, 0.0, -3.136895890013953e-06, -1.1292256564446995e-06, 0.0, 0.0, 0.0, 0.0012292772618097748)",-0.13136164708101128,0.005544286202680561,0.0,0.0,0.0,9.017604287206982e-07,"(0.0010211059938447131, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009996141337841648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319252045030364e-07, 1.1950955052796028e-27, 3.7729341102435263e-26, 0.0, 0.0, 0.0, 1.195095505279603e-27, 3.327715042689896e-07, -6.929407862109155e-33, 0.0, 0.0, 0.0, 3.7729341102435263e-26, -6.929407862109157e-33, 3.327715042689896e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000758766668563844)"
1614559087.0496848,1267,1614559087,38314104,map,base_link,-3.6792185205024026,4.331478346543744,0.0,0.0,0.0,-0.5648106520550473,0.825220532539728,"(2.1124443807047446, -5.963180474324695e-06, 0.0, 0.0, 0.0, -3.160697631150255e-06, -5.963180474324661e-06, 2.4027250506673026, 0.0, 0.0, 0.0, -1.1643927849109726e-06, 0.0, 0.0, 3.332420140898143e-07, 1.0682519658630877e-18, 1.0153968428683194e-16, 0.0, 0.0, 0.0, 1.068251965863088e-18, 3.331507823572909e-07, -1.1878116867701077e-24, 0.0, 0.0, 0.0, 1.0153968428683195e-16, -1.1878116867695402e-24, 3.3315078235729075e-07, 0.0, -3.1606976311502544e-06, -1.1643927849109724e-06, 0.0, 0.0, 0.0, 0.001236201222779492)",-0.13363041937956419,0.0028254826028773455,0.0,0.0,0.0,-4.320920700548412e-12,"(0.0005132632839585028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005077671860874468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.331963872939218e-07, 1.6580793786176438e-28, 1.5760356501653387e-26, 0.0, 0.0, 0.0, 1.6580793786176434e-28, 3.3278672728253905e-07, -7.338013650152822e-34, 0.0, 0.0, 0.0, 1.5760356501653381e-26, -7.338013650152819e-34, 3.3278672728253905e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003973305357633607)"
1614559087.082916,1268,1614559087,78541994,map,base_link,-3.6810552894534214,4.336351260770605,0.0,0.0,0.0,-0.5653555545398222,0.8248473173569579,"(2.114456101739851, -5.964023333588842e-06, 0.0, 0.0, 0.0, -3.445717540046537e-06, -5.964023333588809e-06, 2.404736771963236, 0.0, 0.0, 0.0, -1.2190597799189302e-06, 0.0, 0.0, 3.3292230648165697e-07, 4.2108590376597e-18, 1.7377542558762242e-15, 0.0, 0.0, 0.0, 4.2108590376597e-18, 3.325153048950544e-07, -1.780352305951223e-23, 0.0, 0.0, 0.0, 1.7377542558762244e-15, -1.780352305951167e-23, 3.32515304895047e-07, 0.0, -3.4457175400465373e-06, -1.21905977991893e-06, 0.0, 0.0, 0.0, 0.0012368952130059289)",-0.12835699526725988,0.0006225847933010171,0.0,0.0,0.0,-6.006426251187328e-12,"(0.0001124012148972773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011213502334013348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3271830683085914e-07, 1.0049287926670351e-26, 4.146731190541862e-24, 0.0, 0.0, 0.0, 1.0049287926670351e-26, 3.3092620875686795e-07, -1.6516831394780149e-31, 0.0, 0.0, 0.0, 4.146731190541863e-24, -1.651683139478015e-31, 3.3092620875686795e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.926525870684012e-05)"
